ITNBR,ITDSC,ITCLS,HOUSE,ONHAND,UnitPrice($USD),AMT($USD),PRODUCT_CATEGORY,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SCOOPWIDTH,SKIDSIZE,ITMCQTY,PALLET_QTY
921X364UN,LAF CORNER CHAIR/COVER/OYSTER,ZACK,,,36.13,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
921X365UN,RAF CORNER CHAIR/COVER/OYSTER,ZACK,51.0,4.0,36.12,144.48,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
921X377UN,WEDGE/COVER/OYSTER,ZACK,,,41.55,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
921X446UN,ARMLESS CHAIR/COVER/GRANITE,ZACK,51.0,24.0,25.7,616.8,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
921X464UN,LAF CORNER CHAIR/COVER/GRANITE,ZACK,,,29.59,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
921X465UN,RAF CORNER CHAIR/COVER/GRANITE,ZACK,,,29.6,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
921X477UN,WEDGE/COVER/GRANITE,ZACK,51.0,32.0,34.27,1096.64,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
9210108UN,OVRSZ ACCENT OTTOMAN/COVER/INK,ZACK,,,10.72,,UnKits,PURPO,,0,0,0,0,0,0,12,
9210127UN,AUDIO CONSOLE & STORAGE/CV/INK,ZACK,,,13.44,,UnKits,PURPO,,0,0,0,0,0,0,12,
9210146UN,ARMLESS CHAIR/COVER/INK,ZACK,,,26.73,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210157UN,CONSOLE WITH STORAGE/COVER/INK,ZACK,,,13.68,,UnKits,PURPO,,0,0,0,0,0,0,12,
9210164UN,LAF CORNER CHAIR/COVER/INK,ZACK,,,33.76,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210165UN,RAF CORNER CHAIR/COVER/INK,ZACK,,,33.79,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210177UN,WEDGE/COVER/INK,ZACK,,,38.7,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210208UN,OVRSZ ACCENT OTTO/COVER/SPICE,ZACK,51.0,24.0,10.93,262.32,UnKits,UPH,UPHCH,1,2,4,8,1,16,12,1.0
9210216UN,LAF CORNER CHAISE/COVER/SPICE,ZACK,,,49.14,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9210217UN,RAF CORNER CHAISE/COVER/SPICE,ZACK,,,49.21,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9210227UN,CONSOLE WITH AUDIO/COVER/SPICE,ZACK,,,12.71,,UnKits,PURPO,,0,0,0,0,0,0,12,
9210246UN,ARMLESS CHAIR/COVER/SPICE,ZACK,,,29.29,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210257UN,CONSOLE WITH STORA/COVER/SPICE,ZACK,,,12.54,,UnKits,PURPO,,0,0,0,0,0,0,12,
9210264UN,LAF CORNER CHAIR/COVER/SPICE,ZACK,,,37.07,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210265UN,RAF CORNER CHAIR/COVER/SPICE,ZACK,,,37.08,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210277UN,WEDGE/COVER/SPICE,ZACK,,,42.54,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210308UN,OVRSZ ACCT OTTO/COVER/OYSTER,ZACK,,,10.956505555336358,,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,
9210316UN,LAF CORNER CHAISE/COVER/OYSTER,ZACK,,,49.22,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9210317UN,RAF CORNER CHAISE/COVER/OYSTER,ZACK,,,49.29,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
9210327UN,CONSOLE W/AUDIO/COVER/OYSTER,ZACK,,,12.71,,UnKits,PURPO,,0,0,0,0,0,0,12,
9210346UN,ARMLESS CHAIR/COVER/OYSTER,ZACK,,,29.33,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210357UN,CONSOLE W/STORAGE/COVER/OYSTER,ZACK,,,13.861308640757546,,UnKits,UPH,UPHCH,2,3,2,12,1,3,12,
9210364UN,LAF CORNER CHAIR/COVER/OYSTER,ZACK,,,37.12,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210365UN,RAF CORNER CHAIR/COVER/OYSTER,ZACK,,,37.15,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210377UN,WEDGE/COVER/OYSTER,ZACK,,,42.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210408UN,OVRSZ ACCT OTTO/COVER/GRANITE,ZACK,51.0,24.0,8.49,203.76,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,1.0
9210416UN,LAF CRNR CHAISE/COVER/GRANITE,ZACK,51.0,8.0,40.28,322.24,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
9210417UN,RAF CRNR CHAISE/COVER/GRANITE,ZACK,,,40.33,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9210427UN,CONSOLE W/AUDIO/COVER/GRANITE,ZACK,,,9.64,,UnKits,UPH,UPHCH,1,4,3,12,1,16,12,
9210446UN,ARMLESS CHAIR/COVER/GRANITE,ZACK,,,23.88,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210457UN,CONSOLE W/STORAGE/COVER/GRANIT,ZACK,51.0,12.0,9.48,113.76,UnKits,UPH,UPHCH,1,4,3,12,1,16,12,1.0
9210464UN,LAF CORNER CHAIR/COVER/GRANITE,ZACK,,,30.42,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210465UN,RAF CORNER CHAIR/COVER/GRANITE,ZACK,,,30.45,,UnKits,PURPO,,0,0,0,0,0,0,4,
9210477UN,WEDGE/COVER/GRANITE,ZACK,,,34.98,,UnKits,PURPO,,0,0,0,0,0,0,4,
9212108UN,OVRSZ ACCENT OTTOMAN/COVER/INK,ZACK,51.0,12.0,9.08,108.96,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,1.0
9212116UN,LAF CORNER CHAISE/COVER/INK,ZACK,51.0,20.0,45.905875872953246,918.1175174590649,UnKits,PURPO,,0,0,0,0,0,0,4,
9212117UN,RAF CORNER CHAISE/COVER/INK,ZACK,51.0,20.0,42.31,846.2,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,1.0
9212127UN,CONSOLE WITH AUDIO/COVER/INK,ZACK,,,10.32,,UnKits,UPH,UPHCH,2,3,2,12,1,3,12,
9212146UN,ARMLESS CHAIR/COVER/INK,ZACK,,,25.09,,UnKits,PURPO,,0,0,0,0,0,0,4,
9212157UN,CONSOLE WITH STORAGE/COVER/INK,ZACK,,,10.18,,UnKits,UPH,UPHCH,2,3,2,12,1,3,12,
9212164UN,LAF CORNER CHAIR/COVER/INK,ZACK,,,31.9,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9212165UN,RAF CORNER CHAIR/COVER/INK,ZACK,,,31.92,,UnKits,PURPO,,0,0,0,0,0,0,4,
9212177UN,WEDGE/COVER/INK,ZACK,,,36.65,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220408UN,OVRSZ ACCT OTTOMAN/COVER/SPICE,ZACK,,,12.5,,UnKits,PURPO,,0,0,0,0,0,0,6,
9220416UN,LAF CORNER CHAISE/COVER/SPICE,ZACK,51.0,8.0,40.35,322.8,UnKits,PURPO,,0,0,0,0,0,0,4,
9220417UN,RAF CORNER CHAISE/COVER/SPICE,ZACK,,,40.37,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220421UN,OVRSZ SWV ACCT CHR/COVER/SPICE,ZACK,51.0,4.0,35.6,142.4,UnKits,PURPO,,0,0,0,0,0,0,4,
9220434UN,ARMLESS LOVESEAT/COVER/SPICE,ZACK,,,33.88,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220438UN,SOFA /COVER/SPICE,ZACK,51.0,3.0,67.06,201.18,UnKits,PURPO,,0,0,0,0,0,0,3,
9220466UN,LAF SOFA/COVER/SPICE,ZACK,,,64.5583214447027,,UnKits,PURPO,,0,0,0,0,0,0,1,
9220467UN,RAF SOFA/COVER/SPICE,ZACK,,,64.68295611118367,,UnKits,PURPO,,0,0,0,0,0,0,1,
9220608UN,OVRSZ ACCT OTTOMAN/COVER/TEAK,ZACK,,,12.89,,UnKits,PURPO,,0,0,0,0,0,0,6,
9220616UN,LAF CORNER CHAISE/COVER/TEAK,ZACK,,,41.6,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220617UN,RAF CORNER CHAISE/COVER/TEAK,ZACK,,,41.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220621UN,OVRSZ SWVL ACCT CHR/COVER/TEAK,ZACK,,,35.6,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220634UN,ARMLESS LOVESEAT/COVER/TEAK,ZACK,,,34.93,,UnKits,PURPO,,0,0,0,0,0,0,4,
9220638UN,SOFA/COVER/TEAK,ZACK,51.0,6.0,67.06,402.36,UnKits,PURPO,,0,0,0,0,0,0,3,
9220666UN,LAF SOFA/COVER/TEAL,ZACK,,,64.55246389336003,,UnKits,PURPO,,0,0,0,0,0,0,1,
9220667UN,RAF SOFA/COVER/TEAL,ZACK,,,64.677098559841,,UnKits,PURPO,,0,0,0,0,0,0,1,
923X423UN,CHAIR AND A HALF/COVER/DENIM,ZACK,,,36.32,,UnKits,PURPO,,0,0,0,0,0,0,4,
923X435UN,LOVESESAT/COVER/DENIM,ZACK,,,53.94,,UnKits,PURPO,,0,0,0,0,0,0,4,
923X438UN,SOFA/COVER/DENIM,ZACK,51.0,12.0,73.96,887.52,UnKits,PURPO,,0,0,0,0,0,0,3,
923X523UN,CHAIR AND A HALF/COVER/SNOW,ZACK,,,37.95,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
923X535UN,LOVESEAT/COVER/SNOW,ZACK,,,56.16,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
923X538UN,SOFA/COVER/SNOW,ZACK,,,76.49,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
9230414UN,OTTOMAN/COVER/DENIM,ZACK,,,7.29,,UnKits,PURPO,,0,0,0,0,0,0,12,
9230423UN,CHAIR AND A HALF/COVER/DENIM,ZACK,,,35.79,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9230435UN,LOVESEAT/COVER/DENIM,ZACK,,,54.66,,UnKits,PURPO,,0,0,0,0,0,0,4,
9230438UN,SOFA/COVER/DENIM,ZACK,,,75.27,,UnKits,PURPO,,0,0,0,0,0,0,3,
9230514UN,OTTOMAN/COVER/SNOW,ZACK,,,7.78,,UnKits,PURPO,,0,0,0,0,0,0,12,
9230523UN,CHAIR AND A HALF/COVER/SNOW,ZACK,,,38.6,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9230535UN,LOVESEAT/COVER/SNOW,ZACK,,,56.95,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9230538UN,SOFA/COVER/SNOW,ZACK,,,77.92,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
925X418UN,SOFA CHS/COVER/POPULENT,ZACK,,,100.33336377159834,,UnKits,PURPO,,0,0,0,0,0,0,2,
925X423UN,CHAIR AND A HALF/COVER/POPULEN,ZACK,,,43.58982054492563,,UnKits,PURPO,,0,0,0,0,0,0,4,
9250414UN,OTTOMAN/COVER/OPULENT,ZACK,,,8.05,,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,
9250418UN,SOFA CHAISE/COVER/OPULENT,ZACK,,,99.85,,UnKits,UPH,UPHCH,2,4,2,16,1,3,2,
9250423UN,CHAIR AND A HALF/COVER/OPULENT,ZACK,,,43.39,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
927X505UN,LAF PRSSBACK CHAISE/COVER/CHOC,ZACK,,,37.40804469094299,,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,
927X507UN,RAF PRSSBACK CHAISE/COVER/CHOC,ZACK,,,37.41146570555731,,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,
927X519UN,ARMLESS RECLINER/COVER/CHOCO,ZACK,,,21.63584444663642,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
927X525UN,ROCKER RECLINER/COVER/CHOCO,ZAMK,,,34.039090597287036,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
927X540UN,LAF ZERO WALL REC/COVER/CHOCO,ZAMK,,,33.503201124482146,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
927X541UN,RAF ZERO WALL REC/COVER/CHOCO,ZAMK,,,33.43303866640363,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
927X546UN,ARMLESS CHAIR/COVER/CHOCOLATE,ZACK,,,22.55921155110002,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
927X557UN,CONSOLEW STORAGE/CV/CHOCOLATE,ZACK,,,10.276392960832512,,UnKits,UPH,UPHCH,1,4,3,12,1,16,12,
927X577UN,WEDGE/COVER/CHOCOLATE,ZACK,,,29.57300936667469,,UnKits,UPH,UPHCH,2,6,2,24,1,3,6,
927X605UN,LAF PRSSBCK CHAISE/COVER/ALLOY,ZACK,,,37.160171921116195,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X607UN,RAF PRSSBCK CHAISE/COVER/ALLOY,ZACK,,,37.16286807010022,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X619UN,ARMLESS RECLINER/COVER/ALLOY,ZACK,,,21.313496719710397,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X625UN,ROCKER RECLINER/COVER/ALLOY,ZAMK,,,33.76809887587532,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X640UN,LAF ZERO WALL REC/COVER/ALLOY,ZAMK,,,32.96500431375183,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X641UN,RAF ZERO WALL REC/COVER/ALLOY,ZAMK,,,32.860254232473466,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X646UN,ARMLESS CHAIR/COVER/ALLOY,ZACK,,,22.633248824154272,,UnKits,PURPO,,0,0,0,0,0,0,4,
927X657UN,CONSOLE WITH STORAGE/CV/ALLOY,ZACK,,,10.289539994566976,,UnKits,PURPO,,0,0,0,0,0,0,12,
927X677UN,WEDGE/COVER/ALLOY,ZACK,,,29.403146529017953,,UnKits,PURPO,,0,0,0,0,0,0,6,
9270435UN,LOVESEAT/COVER/TAUPE,ZACK,,,28.91402842915526,,UnKits,PURPO,,0,0,0,0,0,0,4,
9270438UN,SOFA/COVER/TAUPE,ZACK,,,36.778787157883606,,UnKits,PURPO,,0,0,0,0,0,0,3,
9270505UN,LAF PRSSBACK CHAISE/COVER/CHOC,ZACK,51.0,8.0,30.61,244.88,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
9270507UN,RAF PRSSBACK CHAISE/COVER/CHOC,ZACK,,,30.61,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9270519UN,ARMLESS RECLINER/COVER/CHOCO,ZACK,,,15.66,,UnKits,PURPO,,0,0,0,0,0,0,6,
9270525UN,ROCKER RECLINER/COVER/CHOCO,ZACK,,,25.88,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9270540UN,LAF ZERO WALL REC/COVER/CHOCO,ZACK,,,25.48,,UnKits,PURPO,,0,0,0,0,0,0,4,
9270541UN,RAF ZERO WALL REC/COVER/CHOCO,ZACK,,,25.5,,UnKits,PURPO,,0,0,0,0,0,0,4,
9270546UN,ARMLESS CHAIR/COVER/CHOCOLATE,ZACK,,,16.09,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
9270557UN,CONSOLE/STORAGE/COVER/CHOCO,ZACK,,,8.81,,UnKits,UPH,UPHCH,2,3,2,12,1,3,12,
9270577UN,WEDGE/COVER/CHOCOLATE,ZACK,,,25.56,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
9270605UN,LAF PRSSBCK CHAISE/COVER/ALLOY,ZACK,,,30.63,,UnKits,PURPO,,0,0,0,0,0,0,4,
9270607UN,RAF PRSSBCK CHAISE/COVER/ALLOY,ZACK,,,30.63,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
9270619UN,ARMLESS RECLINER/COVER/ALLOY,ZACK,,,15.67,,UnKits,PURPO,,0,0,0,0,0,0,6,
9270625UN,ROCKER RECLINER/COVER/ALLOY,ZACK,51.0,4.0,25.9,103.6,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
9270640UN,LAF ZERO WALL REC/COVER/ALLOY,ZACK,,,25.5,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
9270641UN,RAF ZERO WALL REC/COVER/ALLOY,ZACK,,,25.51,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
9270646UN,ARMLESS CHAIR/COVER/ALLOY,ZACK,51.0,60.0,16.07,964.2,UnKits,PURPO,,0,0,0,0,0,0,6,
9270657UN,CONSOLE W/STORAGE/COVER/ALLOY,ZACK,51.0,36.0,8.82,317.52,UnKits,UPH,UPHCH,2,3,2,12,1,3,12,1.0
9270677UN,WEDGE/COVER/ALLOY,ZACK,51.0,36.0,25.56,920.16,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
928L117UN,RAF CORNER CHAISE/COVER/SNOW,ZACK,,,39.0272477242537,,UnKits,PURPO,,0,0,0,0,0,0,4,
928M102UN,LAF SOFA CHAISE/COVER/SNOW,ZACK,,,47.94630241016927,,UnKits,PURPO,,0,0,0,0,0,0,3,
928M117UN,RAF CORNER CHAISE/COVER/SNOW,ZACK,,,38.50230074301638,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
928S102UN,LAF SOFA CHAISE/COVER/SNOW,ZACK,51.0,3.0,46.849128478722825,140.54738543616847,UnKits,PURPO,,0,0,0,0,0,0,3,
928S117UN,RAF CORNER CHAISE/COVER/SNOW,ZACK,,,39.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
928S121UN,OVRSZ RND SWVL CHR/COVER/SNOW,ZACK,,,31.111295041259027,,UnKits,PURPO,,0,0,0,0,0,0,4,
928X102UN,LAF SOFA CHAISE/COVER/SNOW,ZACK,,,51.37,,UnKits,PURPO,,0,0,0,0,0,0,3,
928X117UN,RAF CORNER CHAISE/COVER/SNOW,ZACK,,,42.26,,UnKits,PURPO,,0,0,0,0,0,0,4,
928X121UN,OVRSZ RND SWVL CHR/COVER/SNOW,ZACK,,,36.26738061419096,,UnKits,PURPO,,0,0,0,0,0,0,4,
9280102UN,LAF SOFA CHAISE/COVER/SNOW,ZACK,,,53.83,,UnKits,PURPO,,0,0,0,0,0,0,3,
9280111MRUN,OTT W STOR&CUPHOLD/COVER/SNOW,ZACK,,,9.883606233971198,,UnKits,PURPO,,0,0,0,0,0,0,12,
9280111UN,OTTOMAN W/STORAGE/COVER/SNOW,ZACK,51.0,12.0,8.59,103.08,UnKits,UPH,UPHCH,1,2,4,8,1,16,12,1.0
9280117UN,RAF CORNER CHAISE/COVER/SNOW,ZACK,,,40.01,,UnKits,PURPO,,0,0,0,0,0,0,4,
9280121UN,OVRSZ RND SWVL CHR/COVER/SNOW,ZACK,,,32.64,,UnKits,PURPO,,0,0,0,0,0,0,4,
9282102UN,LAF SOFA CHAISE/COVER/SNOW,ZACK,,,48.63,,UnKits,PURPO,,0,0,0,0,0,0,3,
9330317UN,RAF COR CHAISE/COVER/GRAPHITE,ZACK,51.0,4.0,29.1104060958769,116.4416243835076,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
9330338UN,SOFA/COVER/GRAPHITE,ZACK,51.0,3.0,33.07,99.21,UnKits,UPH,UPHCH,2,7,2,28,1,3,3,1.0
938X225UN,ROCKER RECLINER/COVER/COFFEE,ZAMK,,,18.57,,UnKits,PURPO,,0,0,0,0,0,0,4,
9380225MRUN,ROCKER RECLINER/COVER/COFFEE,ZACK,,,17.853620043401065,,UnKits,PURPO,,0,0,0,0,0,0,12,
9380225UN,ROCKER RECLINER/COVER/COFFEE,ZAMK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,6,
9380281MRUN,2 SEAT REC SOFA /COVER/COFFEE,ZACK,,,33.02426514105346,,UnKits,PURPO,,0,0,0,0,0,0,8,
9380281UN,2 SEAT REC SOFA/COVER/COFFEE,ZAMK,,,30.8,,UnKits,PURPO,,0,0,0,0,0,0,6,
9380286MRUN,REC LOVEST/COVER/COFFEE (MINK),ZACK,,,27.559676464785955,,UnKits,PURPO,,0,0,0,0,0,0,10,
9380286UN,REC LOVESEAT/COVER/COFFEE,ZAMK,,,26.07,,UnKits,PURPO,,0,0,0,0,0,0,4,
9380325MRUN,ROCKER RECLINER/COVER/SLATE,ZACK,,,17.770763464194122,,UnKits,PURPO,,0,0,0,0,0,0,12,
9380381MRUN,2 SEAT REC SOFA /COVER/SLATE,ZACK,,,32.90984415072006,,UnKits,PURPO,,0,0,0,0,0,0,8,
9380386MRUN,RECLINING LOVESEAT/COVER/SLATE,ZACK,,,27.484710988360625,,UnKits,PURPO,,0,0,0,0,0,0,10,
940S235UN,LOVESEAT/COVER/SMOKE,ZACK,,,30.64,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
940S238UN,SOFA/COVER/SMOKE,ZACK,51.0,8.0,40.4,323.2,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
940S416UN,LAF CORNER CHAISE/COVER/FOSSIL,ZACK,,,36.17,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
940S417UN,RAF CORNER CHAISE/COVER/FOSSIL,ZACK,,,35.97,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
940S435UN,LOVESEAT/COVER/FOSSIL,ZACK,,,32.89,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
940S438UN,SOFA/COVER/FOSSIL,ZACK,,,43.35,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
940S466UN,LAF SOFA/COVER/FOSSIL,ZACK,,,38.81,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
940S467UN,RAF SOFA/COVER/FOSSIL,ZACK,,,38.59,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
940X216UN,LAF CORNER CHAISE/COVER/SMOKE,ZACK,,,35.23,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X217UN,RAF CORNER CHAISE/COVER/SMOKE,ZACK,,,35.14,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X225UN,ROCKER RECLINER/COVER/SMOKE,ZAMK,,,20.01254389659933,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X235UN,LOVESEAT/COVER/SMOKE,ZACK,,,29.64,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X238UN,SOFA/COVER/SMOKE,ZACK,,,39.13,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X239UN,QUEEN SOFA SLEEPER/COVER/SMOKE,ZACK,,,36.32,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
940X266UN,LAF SOFA/COVER/SMOKE,ZACK,,,36.08,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X267UN,RAF SOFA/COVER/SMOKE,ZACK,,,36.0,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X316UN,LAF CRNR CHAISE/COVER/CHESTNUT,ZACK,,,35.06,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X317UN,RAF CRNR CHAISE/COVER/CHESTNUT,ZACK,,,34.95,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X325UN,ROCKER RECLINER/COVER/CHESTNUT,ZAMK,,,19.453668832866047,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X335UN,LOVESEAT/COVER/CHESTNUT,ZACK,,,30.35,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X338UN,SOFA/COVER/CHESTNUT,ZACK,,,39.97,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X366UN,LAF SOFA/COVER/CHESTNUT,ZACK,,,35.66,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X367UN,RAF SOFA/COVER/CHESTNUT,ZACK,,,35.59,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X416UN,LAF CORNER CHAISE/COVER/FOSSIL,ZACK,,,36.74,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X417UN,RAF CORNER CHAISE/COVER/FOSSIL,ZACK,,,36.64,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X425UN,ROCKER RECLINER/COVER/FOSSIL,ZAMK,,,21.944980556862102,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
940X435UN,LOVESEAT/COVER/FOSSIL,ZACK,,,31.94,,UnKits,PURPO,,0,0,0,0,0,0,6,
940X438UN,SOFA/COVER/FOSSIL,ZACK,,,42.11,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X439UN,QN SOFA SLEEPER/COVER/FOSSIL,ZACK,,,39.27,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
940X466UN,LAF SOFA/COVER/FOSSIL,ZACK,,,37.58,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X467UN,RAF SOFA/COVER/FOSSIL,ZACK,,,37.5,,UnKits,PURPO,,0,0,0,0,0,0,4,
940X469UN,LAF SOFA SLEEPER/COVER/FOSSIL,ZACK,,,33.83,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
940X470UN,RAF SOFA SLEEPER/COVER/FOSSIL,ZACK,,,33.78,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
9400208UN,OVRSZ ACCENT OTTO/COVER/SMOKE,ZACK,,,7.79,,UnKits,PURPO,,0,0,0,0,0,0,24,
9400216UN,LAF CORNER CHAISE/COVER/SMOKE,ZACK,,,35.82,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400217UN,RAF CORNER CHAISE/COVER/SMOKE,ZACK,,,35.71,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400225MRUN,ROCKER RECLINER/COVER/GRAY,ZACK,,,21.653186032748078,,UnKits,PURPO,,0,0,0,0,0,0,10,
9400225UN,ROCKER RECLINER/COVER/SMOKE,ZAMK,51.0,6.0,19.98,119.88,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
9400235MRUN,LOVESEAT/COVER/GRAY,ZACK,,,31.505227855592818,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400235UN,LOVESEAT/COVER/SMOKE,ZACK,,,30.09,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400238MRUN,SOFA/COVER/GRAY,ZACK,,,41.44801736042612,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400238UN,SOFA/COVER/SMOKE,ZACK,,,39.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400239UN,QUEEN SOFA SLEEPER/COVER/SMOKE,ZACK,,,35.06,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400266UN,LAF SOFA/COVER/SMOKE,ZACK,,,36.44,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400267UN,RAF SOFA/COVER/SMOKE,ZACK,,,36.36,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400269UN,LAF SOFA SLEEPER/COVER/SMOKE,ZACK,,,31.82,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400270UN,RAF SOFA SLEEPER/COVER/SMOKE,ZACK,,,31.84,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400308UN,OVRSZ ACNT OTTO/COVER/CHESTNUT,ZACK,,,7.79,,UnKits,PURPO,,0,0,0,0,0,0,24,
9400316MRUN,LAF CORNER CHAI/COVER/CHESTNUT,ZACK,,,36.05444860919314,,UnKits,PURPO,,0,0,0,0,0,0,9,
