ITNBR,ITDSC,ITCLS,HOUSE,ONHAND,UnitPrice($USD),AMT($USD),PRODUCT_CATEGORY,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SCOOPWIDTH,SKIDSIZE,ITMCQTY,PALLET_QTY
9400316UN,LAF CONR CHAISE/COVER/CHESTNUT,ZACK,,,35.06,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400317MRUN,RAF CORN CHAISE/COVER/CHESTNUT,ZACK,,,36.046557506411524,,UnKits,PURPO,,0,0,0,0,0,0,9,
9400317UN,RAF CONR CHAISE/COVER/CHESTNUT,ZACK,,,34.95,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400325UN,ROCKER RECLINER/COVER/CHESTNUT,ZAMK,,,20.1,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400335UN,LOVESEAT/COVER/CHESTNUT,ZACK,,,30.35,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400338UN,SOFA/COVER/CHESTNUT,ZACK,,,39.97,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400339UN,QN SOFA SLEEPER/COVER/CHESTNUT,ZACK,,,36.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400366MRUN,LAF SOFA/COVER/CHESTNUT (21),ZACK,,,36.50424146774512,,UnKits,PURPO,,0,0,0,0,0,0,9,
9400366UN,LAF SOFA/COVER/CHESTNUT,ZACK,,,35.66,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400367MRUN,RAF SOFA/COVER/CHESTNUT (21),ZACK,,,36.42533043992898,,UnKits,PURPO,,0,0,0,0,0,0,9,
9400367UN,RAF SOFA/COVER/CHESTNUT,ZACK,,,35.59,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400369UN,RAF SOFA SLEEPER/COVER/CHESTNT,ZACK,,,32.37,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400370UN,LAF SOFA SLEEPER/COVER/CHESTNT,ZACK,,,32.41,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400408UN,OVRSZ ACCT OTTO/COVER/FOSSIL,ZACK,,,8.05,,UnKits,UPH,UPHCH,1,2,4,8,1,16,24,
9400416UN,LAF CORNER CHAISE/COVER/FOSSIL,ZACK,,,37.14,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400417UN,RAF CORNER CHAISE/COVER/FOSSIL,ZACK,,,37.02,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400425UN,ROCKER RECLINER/COVER/FOSSIL,ZACK,,,21.99,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400435UN,LOVESEAT/COVER/FOSSIL,ZACK,,,32.24,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400438UN,SOFA/COVER/FOSSIL,ZACK,,,42.41,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400439UN,QN SOFA SLEEPER/COVER/FOSSIL,ZACK,,,38.05,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400466UN,LAF SOFA/COVER/FOSSIL,ZACK,,,37.77,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400467UN,RAF SOFA/COVER/FOSSIL,ZACK,,,37.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
9400469UN,LAF SOFA  SLEEPER/COVER/FOSSIL,ZACK,,,33.44,,UnKits,PURPO,,0,0,0,0,0,0,6,
9400470UN,RAF SOFA SLEEPER/COVER/FOSSIL,ZACK,,,33.47,,UnKits,PURPO,,0,0,0,0,0,0,6,
9440116MRUN,LAF COR CHAISE/COVER/CHARCOAL,ZACK,,,39.67646478595384,,UnKits,PURPO,,0,0,0,0,0,0,6,
9440116UN,LAF CRNR CHAISE/COVER/CHARCOAL,ZACK,,,34.88,,UnKits,PURPO,,0,0,0,0,0,0,4,
9440117MRUN,RAF COR CHAISE/COVER/CHARCOAL,ZACK,,,39.66462813178142,,UnKits,PURPO,,0,0,0,0,0,0,4,
9440117UN,RAF CRNR CHAISE/COVER/CHARCOAL,ZACK,,,34.94,,UnKits,PURPO,,0,0,0,0,0,0,4,
9440166MRUN,LAF SOFA/COVER/CHARCOAL,ZACK,,,48.77885184454527,,UnKits,PURPO,,0,0,0,0,0,0,4,
9440166UN,LAF SOFA/COVER/CHARCOAL,ZACK,,,42.84,,UnKits,PURPO,,0,0,0,0,0,0,4,
9440167MRUN,RAF SOFA/COVER/CHARCOAL,ZACK,,,48.82225290984415,,UnKits,PURPO,,0,0,0,0,0,0,6,
9440167UN,RAF SOFA/COVER/CHARCOAL,ZACK,,,47.05714519629118,,UnKits,PURPO,,0,0,0,0,0,0,4,
946S825UN,ROCKER RECLINER/COVER/CHOCOLAT,ZAMK,,,29.08,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
946S888UN,RECLINING SOFA/COVER/CHOCOLATE,ZAMK,,,59.26,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
946S894UN,DBL REC LOVE/CONS/COVER/CHOCO,ZAMK,,,53.72,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
946X825UN,ROCKER RECLINER/COVER/CHOCOLAT,ZAMK,,,25.9,,UnKits,PURPO,,0,0,0,0,0,0,6,
946X888UN,RECLINING SOFA/COVER/CHOCOLATE,ZAMK,,,51.31,,UnKits,PURPO,,0,0,0,0,0,0,4,
946X894UN,DBL REC LOVE/CONS/COVER/CHOCO,ZAMK,,,47.18,,UnKits,PURPO,,0,0,0,0,0,0,4,
951S423UN,CHAIR AND A HALF/COVER/STONE,ZACK,51.0,4.0,19.502891859884002,78.01156743953601,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,1.0
951S435UN,LOVESEAT/COVER/STONE,ZACK,51.0,4.0,31.88553551219136,127.54214204876544,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
951S438UN,SOFA/COVER/STONE,ZACK,51.0,3.0,43.24973666396015,129.74920999188046,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
951X323UN,CHAIR AND A HALF/COVER/ASH,ZACK,,,24.03,,UnKits,UPH,UPHCH,2,7,2,28,1,3,6,
951X335UN,LOVESEAT/COVER/ASH,ZACK,,,39.55,,UnKits,PURPO,,0,0,0,0,0,0,4,
951X338UN,SOFA/COVER/ASH,ZACK,,,50.36,,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,
951X423UN,CHAIR AND A HALF/COVER/STONE,ZACK,51.0,12.0,19.2,230.4,UnKits,PURPO,,0,0,0,0,0,0,6,
951X435UN,LOVESEAT/COVER/STONE,ZACK,51.0,16.0,31.49,503.84,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,1.0
951X438UN,SOFA/COVER/STONE,ZACK,51.0,44.0,42.84,1884.96,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,1.0
951X439UN,QUEEN SOFA SLEEPER/COVER/STONE,ZACK,51.0,3.0,38.92661105104597,116.7798331531379,UnKits,UPH,UPHCH,1,4,3,12,1,16,3,1.0
9510308MRUN,OVERS ACC OTT/COVER/GRAPHITE,ZACK,,,12.566581179719865,,UnKits,PURPO,,0,0,0,0,0,0,15,
9510308UN,OVRSZ ACCT OTTO/COVER/GRAPHITE,ZACK,,,9.36,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510323MRUN,CHAIR AND A HALF/COVER/GRAPHIT,ZACK,,,29.21286249753403,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510323UN,CHAIR AND A HALF/COVER/GRAPHIT,ZACK,,,29.76,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510335MRUN,LOVESEAT/COVER/GRAPHITE,ZACK,,,47.9305582955218,,UnKits,PURPO,,0,0,0,0,0,0,4,
9510335UN,LOVESEAT/COVER/GRAPHITE,ZACK,,,49.31,,UnKits,PURPO,,0,0,0,0,0,0,4,
9510338MRUN,SOFA/COVER/GRAPHITE,ZACK,,,61.088972183862694,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510338UN,SOFA/COVER/GRAPHITE,ZACK,,,62.88,,UnKits,PURPO,,0,0,0,0,0,0,4,
9510339MRUN,QUEEN SF SLEEP/COVER/GRAPHITE,ZACK,,,57.59321365160781,,UnKits,PURPO,,0,0,0,0,0,0,5,
9510339UN,QN SOFA SLEEPER/COVER/GRAPHITE,ZACK,,,49.74,,UnKits,PURPO,,0,0,0,0,0,0,3,
9510344MRUN,SWIVE ACC CHAIR/COVER/GRAPHITE,ZACK,,,27.370289998027225,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510344UN,SWVL ACCT CHAIR/COVER/GRAPHITE,ZACK,,,23.59,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510408MRUN,OVERSIZED ACC OTT/COVER/STONE,ZACK,,,8.928782797395936,,UnKits,PURPO,,0,0,0,0,0,0,15,
9510408UN,OVRSZ ACCT OTTOMAN/COVER/STONE,ZACK,51.0,6.0,7.68,46.08,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,1.0
9510423MRUN,CHAIR AND A HALF/COVER/STONE,ZACK,,,20.990333399092524,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510423UN,CHAIR AND A HALF/COVER/STONE,ZACK,,,21.46,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510435MRUN,LOVESEAT/COVER/STONE (PROJ#3),ZACK,,,34.342079305582956,,UnKits,PURPO,,0,0,0,0,0,0,4,
9510435UN,LOVESEAT/COVER/STONE (PROJ#3),ZACK,,,35.36,,UnKits,PURPO,,0,0,0,0,0,0,4,
9510438MRUN,SOFA/COVER/STONE (PROJ#3),ZACK,,,47.48076543696982,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510438UN,SOFA/COVER/STONE (PROJ#3),ZACK,,,49.08,,UnKits,PURPO,,0,0,0,0,0,0,4,
9510439MRUN,QUEEN SOFA SLEEPER/COVER/STONE,ZACK,,,43.756164924048136,,UnKits,PURPO,,0,0,0,0,0,0,5,
9510439UN,QUEEN SOFA SLEEPER/COVER/STONE,ZACK,,,37.383175826954826,,UnKits,UPH,UPHCH,2,7,2,28,1,3,3,
9510444MRUN,SWIVEL ACCE CHAIR/COVER/STONE,ZACK,,,21.755770368909054,,UnKits,PURPO,,0,0,0,0,0,0,6,
9510444UN,SWVL ACCENT CHAIR/COVER/STONE,ZACK,51.0,2.0,18.95,37.9,UnKits,UPH,UPHCH,2,7,2,28,1,3,6,1.0
9512323UN,CHR AND A HALF/COVER/GRAPHITE,ZACK,,,24.94,,UnKits,PURPO,,0,0,0,0,0,0,6,
9512335UN,LOVESEAT/COVER/GRAPHITE,ZACK,,,41.33,,UnKits,PURPO,,0,0,0,0,0,0,4,
9512338UN,SOFA/COVER/GRAPHITE,ZACK,,,52.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
9512423UN,CHAIR AND A HALF/COVER/STONE,ZACK,,,19.83,,UnKits,PURPO,,0,0,0,0,0,0,6,
9512435UN,LOVESEAT/COVER/STONE,ZACK,,,32.72,,UnKits,PURPO,,0,0,0,0,0,0,4,
9512438UN,SOFA/COVER/STONE,ZACK,,,44.63,,UnKits,PURPO,,0,0,0,0,0,0,4,
953X202UN,LAF SOFA CHAISE/COVER/COBALT,ZACK,,,38.51,,UnKits,PURPO,,0,0,0,0,0,0,3,
953X203UN,RAF SOFA CHAISE/COVER/COBALT,ZACK,51.0,33.0,38.48,1269.84,UnKits,PURPO,,0,0,0,0,0,0,3,
953X216UN,LAF CORNER CHAISE/COVER/COBALT,ZACK,51.0,4.0,31.83,127.32,UnKits,PURPO,,0,0,0,0,0,0,4,
953X217UN,RAF CORNER CHAISE/COVER/COBALT,ZACK,,,31.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
9530202UN,LAF SOFA CHAISE/COVER/COBALT,ZACK,,,37.78230134433695,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
9530203UN,RAF SOFA CHAISE/COVER/COBALT,ZACK,,,37.59,,UnKits,UPH,UPHCH,1,4,3,12,1,16,3,
9530208UN,OVRSZ ACCT OTTO/COVER/COBALT,ZACK,,,9.536096600249753,,UnKits,PURPO,,0,0,0,0,0,0,6,
9530216UN,LAF CORNER CHAISE/COVER/COBALT,ZACK,,,31.16,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
9530217UN,RAF CORNER CHAISE/COVER/COBALT,ZACK,,,31.26,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9570625UN,ROCKER RECLINER/COVER/SMOKE,ZACK,,,16.66094551493391,,UnKits,PURPO,,0,0,0,0,0,0,1,
9570635UN,LOVESEAT/COVER/SMOKE,ZACK,,,21.230157243322154,,UnKits,PURPO,,0,0,0,0,0,0,1,
9570638UN,SOFA/COVER/SMOKE,ZACK,,,26.31164341732097,,UnKits,PURPO,,0,0,0,0,0,0,1,
959X414UN,OTTOMAN/COVER/CARBON,ZACK,,,12.79,,UnKits,PURPO,,0,0,0,0,0,0,6,
9590414UN,OTTOMAN/COVER/CARBON,ZACK,,,14.04,,UnKits,PURPO,,0,0,0,0,0,0,6,
9590423UN,CHAIR AND A HALF/COVER/CARBON,ZACK,,,27.63,,UnKits,PURPO,,0,0,0,0,0,0,4,
9590435MRUN,LOVESEAT/COVER/CARBON,ZACK,,,42.17794436772539,,UnKits,PURPO,,0,0,0,0,0,0,4,
9590435UN,LOVESEAT/COVER/CARBON,ZACK,,,43.88,,UnKits,PURPO,,0,0,0,0,0,0,4,
9590438MRUN,SOFA/COVER/CARBON (GRAPHITE),ZACK,,,62.88814361807063,,UnKits,PURPO,,0,0,0,0,0,0,5,
9590438UN,SOFA/COVER/CARBON,ZACK,,,64.88,,UnKits,PURPO,,0,0,0,0,0,0,3,
9590439UN,QUEEN SOFA SLEEP/COVER/CARBON,ZACK,,,52.74381271782718,,UnKits,PURPO,,0,0,0,0,0,0,3,
9592423UN,CHAIR AND A HALF/COVER/CARBON,ZACK,,,25.03,,UnKits,PURPO,,0,0,0,0,0,0,4,
9592435UN,LOVESEAT/COVER/CARBON,ZACK,,,41.67,,UnKits,PURPO,,0,0,0,0,0,0,4,
9592438UN,SOFA/COVER/CARBON,ZACK,,,59.22,,UnKits,PURPO,,0,0,0,0,0,0,3,
960S616UN,LAF CORNER CHAISE/COVER/STORM,ZACK,,,37.55,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
960S617UN,RAF CORNER CHAISE/COVER/STORM,ZACK,,,37.45,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
960S621UN,LAF SOFA CHAISE/COVER/STORM,ZACK,,,30.48,,UnKits,PURPO,,0,0,0,0,0,0,4,
960X602UN,LAF SOFA CHAISE/COVER/STORM,ZACK,,,46.88,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
960X603UN,RAF SOFA CHAISE/COVER/STORM,ZACK,,,46.8,,UnKits,UPH,UPHCH,1,4,3,12,1,16,3,
960X616UN,LAF CORNER CHAISE/COVER/STORM,ZACK,,,39.08,,UnKits,PURPO,,0,0,0,0,0,0,4,
960X617UN,RAF CORNER CHAISE/COVER/STORM,ZACK,,,39.02,,UnKits,PURPO,,0,0,0,0,0,0,4,
960X621UN,OVRSZ RND SWVL CHR/COVER/STORM,ZACK,,,30.58,,UnKits,PURPO,,0,0,0,0,0,0,4,
9600602MRUN,LAF SOFA CHAISE/COVER/STORM,ZACK,,,53.49773130795029,,UnKits,PURPO,,0,0,0,0,0,0,5,
9600602UN,LAF SOFA CHAISE/COVER/STORM,ZACK,,,54.53,,UnKits,PURPO,,0,0,0,0,0,0,3,
9600603MRUN,RAF SOFA CHAISE/COVER/STORM,ZACK,,,53.41487472874334,,UnKits,PURPO,,0,0,0,0,0,0,5,
9600603UN,RAF SOFA CHAISE/COVER/STORM,ZACK,,,54.51,,UnKits,PURPO,,0,0,0,0,0,0,3,
9600611MRUN,OTT W STORAGE&CUPHOLD/CV/STORM,ZACK,,,11.12645492207536,,UnKits,PURPO,,0,0,0,0,0,0,15,
9600611UN,OTTOMAN W/STORAGE/COVER/STORM,ZACK,,,9.62,,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,
9600616MRUN,LAF CORNER CHAISE/COVER/STORM,ZACK,,,43.91398697968041,,UnKits,PURPO,,0,0,0,0,0,0,6,
9600616UN,LAF CORNER CHAISE/COVER/STORM,ZACK,,,39.05,,UnKits,PURPO,,0,0,0,0,0,0,4,
9600617MRUN,RAF CORNER CHAISE/COVER/STORM,ZACK,,,43.917932531071216,,UnKits,PURPO,,0,0,0,0,0,0,6,
9600617UN,RAF CORNER CHAISE/COVER/STORM,ZACK,,,38.98,,UnKits,PURPO,,0,0,0,0,0,0,4,
9600621UN,OVRSZ RND SWVL CHR/COVER/STORM,ZACK,,,31.31,,UnKits,PURPO,,0,0,0,0,0,0,4,
9602602UN,LAF SOFA CHAISE/COVER/STORM,ZACK,,,48.26,,UnKits,PURPO,,0,0,0,0,0,0,3,
9602603UN,RAF SOFA CHAISE/COVER/STORM,ZACK,,,48.23,,UnKits,PURPO,,0,0,0,0,0,0,3,
962S523UN,CHAIR AND A HALF/COVER/SANDSTN,ZACK,,,33.22936737625054,,UnKits,PURPO,,0,0,0,0,0,0,4,
962S535UN,LOVESEAT/COVER/SANDSTONE,ZACK,,,47.91947975022214,,UnKits,PURPO,,0,0,0,0,0,0,4,
962S538UN,SOFA/COVER/SANDSTONE,ZACK,,,66.96457809419412,,UnKits,PURPO,,0,0,0,0,0,0,3,
962X514UN,OTTOMAN/COVER/SANDSTONE,ZACK,,,8.57,,UnKits,UPH,UPHCH,1,4,3,12,1,16,12,
962X523UN,CHAIR AND A HALF/COVER/SANDSTN,ZACK,,,32.76,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
962X535UN,LOVESEAT/COVER/SANDSTONE,ZACK,,,47.53,,UnKits,PURPO,,0,0,0,0,0,0,4,
962X538UN,SOFA/COVER/SANDSTONE,ZACK,,,66.37,,UnKits,UPH,UPHCH,1,4,3,12,1,16,3,
9620514MRUN,OTTOMAN/COVER/SANDSTONE(6),ZACK,,,10.096666009074768,,UnKits,PURPO,,0,0,0,0,0,0,12,
9620514UN,OTTOMAN/COVER/SANDSTONE,ZACK,,,9.43,,UnKits,PURPO,,0,0,0,0,0,0,12,
9620523MRUN,CHAIR AND AHALF/COVER/SANDSTON,ZACK,,,37.96409548234366,,UnKits,PURPO,,0,0,0,0,0,0,5,
9620523UN,CHAIR AND A HALF/COVER/SANDSTN,ZACK,,,34.54,,UnKits,PURPO,,0,0,0,0,0,0,4,
9620535MRUN,LOVESEAT/COVER/SANDSTONE(6),ZACK,,,55.0009863878477,,UnKits,PURPO,,0,0,0,0,0,0,6,
9620535UN,LOVESEAT/COVER/SANDSTONE,ZACK,,,50.09,,UnKits,PURPO,,0,0,0,0,0,0,4,
9620538MRUN,SOFA/COVER/SANDSTONE(6),ZACK,,,77.04478200828565,,UnKits,PURPO,,0,0,0,0,0,0,3,
9620538UN,SOFA/COVER/SANDSTONE,ZACK,,,69.99,,UnKits,PURPO,,0,0,0,0,0,0,3,
9660625UN,ROCKER RECLINER/COVER/SLATE,ZAMK,,,16.636140300636022,,UnKits,PURPO,,0,0,0,0,0,0,4,
9660635UN,LOVESEAT/COVER/SLATE,ZAMK,,,28.450618296480567,,UnKits,PURPO,,0,0,0,0,0,0,4,
9660638UN,SOFA/COVER/SLATE,ZACK,,,35.203192891891895,,UnKits,PURPO,,0,0,0,0,0,0,3,
9670508UN,OVRSZ ACCT OTTOMAN/COVER/MOCHA,ZAMK,,,7.96,,UnKits,PURPO,,0,0,0,0,0,0,12,
9670517UN,RAF CORNER CHAISE/COVER/MOCHA,ZAMK,,,30.38,,UnKits,PURPO,,0,0,0,0,0,0,4,
9670566UN,LAF SOFA/COVER/MOCHA,ZAMK,,,30.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
9670608UN,OVRSZE ACCT OTTOMAN/COVER/GRAY,ZACK,,,8.06,,UnKits,PURPO,,0,0,0,0,0,0,12,
9670617UN,RAF CORNER CHAISE/COVER/GRAY,ZACK,,,30.9,,UnKits,PURPO,,0,0,0,0,0,0,4,
9670666UN,LAF SOFA/COVER/GRAY,ZACK,,,31.58,,UnKits,PURPO,,0,0,0,0,0,0,4,
9740517UN,RAF CORNER CHAISE/COVER/STONE,ZACK,,,45.34,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9740534UN,ARMLESS LOVESEAT/COVER/STONE,ZACK,,,38.71,,UnKits,PURPO,,0,0,0,0,0,0,4,
9740548UN,LAF SOFA/CRNR WDGE/COVER/STONE,ZACK,,,83.97,,UnKits,PURPO,,0,0,0,0,0,0,3,
977X435MRUN,LOVESEAT/COVER/JUTE,ZACK,,,47.90293943578615,,UnKits,PURPO,,0,0,0,0,0,0,4,
977X435UN,LOVESEAT/COVER/JUTE,ZACK,,,45.64,,UnKits,PURPO,,0,0,0,0,0,0,4,
977X438MRUN,SOFA/COVER/JUTE (HEATHER),ZACK,,,66.6048530282107,,UnKits,PURPO,,0,0,0,0,0,0,6,
977X438UN,SOFA/COVER/JUTE,ZACK,,,63.45,,UnKits,PURPO,,0,0,0,0,0,0,3,
977X439UN,QN SOFA SLEEPER/COVER/JUTE,ZACK,,,60.06,,UnKits,PURPO,,0,0,0,0,0,0,3,
9770435MRUN,LOVESEAT/COVER/JUTE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
9770435UN,LOVESEAT/COVER/JUTE,ZACK,,,49.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
9770438MRUN,SOFA/COVER/JUTE (HEATHER),ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
9770438UN,SOFA/COVER/JUTE,ZACK,,,65.44,,UnKits,PURPO,,0,0,0,0,0,0,3,
9770439UN,QN SOFA SLEEPER/COVER/JUTE,ZACK,,,65.0,,UnKits,PURPO,,0,0,0,0,0,0,3,
9770442MRUN,S GLID ACC CHAIR/COVER/FOSSIL,ZACK,,,39.74748471098836,,UnKits,PURPO,,0,0,0,0,0,0,4,
9770442UN,SWVL ACCT CHAIR/COVER/GRAPHITE,ZACK,,,38.16,,UnKits,PURPO,,0,0,0,0,0,0,8,
9780114UN,OTTOMAN/COVER/DESERT,ZACK,,,8.04,,UnKits,PURPO,,0,0,0,0,0,0,12,
9780120UN,CHAIR /COVER/DESERT,ZACK,,,23.67,,UnKits,PURPO,,0,0,0,0,0,0,4,
9780135UN,LOVESEAT/COVER/DESERT,ZACK,,,41.34,,UnKits,PURPO,,0,0,0,0,0,0,4,
9780138UN,SOFA/COVER/DESERT,ZACK,,,51.8,,UnKits,PURPO,,0,0,0,0,0,0,3,
981X316UN,LAF CORNER CHAISE/COVER/ONYX,ZACK,51.0,184.0,56.07,10316.88,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,3.0
981X317UN,RAF CORNER CHAISE/COVER/ONYX,ZACK,51.0,116.0,56.08,6505.28,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,2.0
981X334UN,ARMLESS LOVESEAT/COVER/ONYX,ZACK,51.0,60.0,51.92,3115.2,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
981X366UN,LAF SOFA/COVER/ONYX,ZACK,51.0,16.0,70.73,1131.68,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,1.0
981X367UN,RAF SOFA/COVER/ONYX,ZACK,51.0,308.0,70.72,21781.76,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,7.0
981X377UN,WEDGE/COVER/ONYX,ZACK,51.0,48.0,46.43,2228.64,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
9810308UN,OVRSZ ACCT OTTOMAN/COVER/ONYX,ZACK,51.0,114.0,19.01,2167.14,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,2.0
9810315UN,OVERSIZED CHAISE/COVER/ONYX,ZACK,51.0,3.0,76.75,230.25,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,1.0
9810316UN,LAF CORNER CHAISE/COVER/ONYX,ZACK,,,55.57,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9810317UN,RAF CORNER CHAISE/COVER/ONYX,ZACK,,,59.653566204379565,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9810323UN,CHAIR AND A HALF/COVER/ONYX,ZACK,51.0,32.0,44.32,1418.24,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
9810334UN,ARMLESS LOVESEAT/COVER/ONYX,ZACK,,,51.06,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9810335UN,LOVESEAT/COVER/ONYX,ZACK,51.0,24.0,68.0,1632.0,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
9810338UN,SOFA/COVER/ONYX,ZACK,51.0,27.0,99.6,2689.2,UnKits,UPH,UPHCH,1,4,3,12,1,16,3,1.0
9810346UN,ARMLESS CHAIR/COVER/ONYX,ZACK,51.0,12.0,27.52,330.24,UnKits,PURPO,,0,0,0,0,0,0,4,
9810364UN,LAF CORNER CHAIR /COVER/ONYX,ZACK,51.0,16.0,44.93,718.88,UnKits,PURPO,,0,0,0,0,0,0,4,
9810365UN,RAF CORNER CHAIR/COVER/ONYX,ZACK,51.0,252.0,44.93,11322.36,UnKits,PURPO,,0,0,0,0,0,0,4,
9810366UN,LAF SOFA/COVER/ONYX,ZACK,,,69.8,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9810367UN,RAF SOFA/COVER/ONYX,ZACK,,,69.79,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
9810377UN,WEDGE/COVER/ONYX,ZACK,,,45.9,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
9810408UN,OVRSZ ACCT OTTO/COVER/CHOCOLAT,ZACK,51.0,12.0,18.950748489366344,227.40898187239614,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,1.0
9810415UN,OVRSZ CHAISE/COVER/CHOCOLATE,ZACK,51.0,48.0,76.61,3677.28,UnKits,PURPO,,0,0,0,0,0,0,3,
9810416UN,LAF CRNR CHAISE/COVER/CHOCOLAT,ZACK,51.0,132.0,58.09,7667.88,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,5.0
9810417UN,RAF CRNR CHAISE/COVER/CHOCOLAT,ZACK,51.0,232.0,58.09,13476.88,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,8.0
9810423UN,CHAIR AND A HALF/COVER/CHOCO,ZACK,51.0,16.0,46.68,746.88,UnKits,UPH,UPHCH,1,3,4,12,1,16,4,1.0
9810434UN,ARMLESS LOVESEAT/COVER/CHOCO,ZACK,51.0,68.0,51.88,3527.84,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,3.0
9810435UN,LOVESEAT/COVER/CHOCOLATE,ZACK,51.0,4.0,72.71,290.84,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,1.0
9810438UN,SOFA/COVER/CHOCOLATE,ZACK,51.0,57.0,105.27,6000.39,UnKits,UPH,UPHCH,1,4,3,12,1,16,3,2.0
9810446UN,ARMLESS CHAIR/COVER/CHOCOLATE,ZACK,,,27.52,,UnKits,PURPO,,0,0,0,0,0,0,4,
9810464UN,LAF CORNER CHAIR/COVER/CHOCO,ZACK,51.0,28.0,49.11,1375.08,UnKits,PURPO,,0,0,0,0,0,0,4,
9810465UN,RAF CORNER CHAIR/COVER/CHOCO,ZACK,,,49.11,,UnKits,PURPO,,0,0,0,0,0,0,4,
9810466UN,LAF SOFA/COVER/CHOCOLATE,ZACK,51.0,124.0,72.67,9011.08,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,4.0
9810467UN,RAF SOFA/COVER/CHOCOLATE,ZACK,51.0,152.0,72.65,11042.8,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,4.0
